,Datetime,Tweet Id,Text
57,2020-04-14 16:53:40,1250104951034036225,@Vision_2030hoax I dont even know what you are with your hidden/fake profile.  Engage when you are not scared to show who you really are!
58,2020-04-14 16:53:24,1250104880875757569,"RT @Kozdra108: I see #How2020CouldGetWorse is trending...
you stupid fucks. DONT YOU KNOW YOU NEVER SAY ANYTHING EVEN CLOSE TO ""How could i…"
59,2020-04-14 16:53:21,1250104869555449856,I see people saying they need money more than the next person or a certain classified group needs it before anybody… https://t.co/sguTNwFVS8
60,2020-04-14 16:53:15,1250104846587478019,"You Need To FOCUS more on, Oh I dont know, say...maybe: BEHIND ENEMY LINES...Js https://t.co/AsKyeknYsn"
61,2020-04-14 16:53:09,1250104821668954113,"RT @arxxxxmand: People who eat kicap masin, i dont know who you are but im judging you. https://t.co/HiPQmkwxLG"
62,2020-04-14 16:53:03,1250104796524273665,RT @2kinassbichss: 'Its still rapping whether they write it or not' !?When r kpopies gonna learn that Rapping is NOT the same as singing an…
63,2020-04-14 16:53:01,1250104785690222593,RT @tapiwaaa_: @icedcarameII @PopCrave YOU DONT KNOW WHO CIARA IS?? the lack of culture i-
64,2020-04-14 16:52:53,1250104753377423361,"RT @LordzzOfChaos: when everybody left me you were there, when everybody brought me down you were there to lift my spirits up. so i dont ca…"
65,2020-04-14 16:52:47,1250104725485191170,@bigbasket_com At this point I dont know if a bot is answering or if there is an actual human on the other end of t… https://t.co/5YTE3Xjkuu
66,2020-04-14 16:52:46,1250104724159946752,"RT @Kozdra108: I see #How2020CouldGetWorse is trending...
you stupid fucks. DONT YOU KNOW YOU NEVER SAY ANYTHING EVEN CLOSE TO ""How could i…"
67,2020-04-14 16:52:43,1250104712621248514,"me : b-but i dont want to take business

medina: i know but who knows one day you might be a business women

me : b… https://t.co/udP5buvkgu"
68,2020-04-14 16:52:31,1250104661367029760,RT @liam_paynekenzi: Yes mother I obviously know that I’m not going to be able to eat like I used to when I’m done with my weight loss prog…
69,2020-04-14 16:52:30,1250104655243120640,"RT @arxxxxmand: People who eat kicap masin, i dont know who you are but im judging you."
70,2020-04-14 16:52:28,1250104649811734529,RODEO I ALREADY KICKED YOU OUT WHY ARE YOU BACK ACTING LIKE YOU DONT KNOW ME YOU FAKE MOTHERFUCKER
71,2020-04-14 16:52:27,1250104643423596549,"RT @ReYahwah: Others might not know you but I do

And Sometimes we dont be right we be doing same bs we always, ih crazy

We be doing and s…"
72,2020-04-14 16:52:25,1250104634326364163,RT @Nablaaahh: you know who i dont miss from school? The Grade 9s haha. 💀
73,2020-04-14 16:52:19,1250104608615260162,@yungblud @travisbarker @KellyOsbourne @24kGoldn @ashnikko @machinegunkelly I swear if I get to ever be on the YUNG… https://t.co/AKs5OQ6OxV
74,2020-04-14 16:52:10,1250104572212895744,@BradWhite1337 @AOCOnlyFans I dont know. This is what im asking you. You can't have a mouse (20) change into a whal… https://t.co/NunLlSVgHF
75,2020-04-14 16:52:09,1250104569599836162,"@LEGDAYGaming 'I was TF2ing a clone game long before riot did it'
I dont think it makes sense but when somebody ask… https://t.co/FRxQ7yA2xv"
76,2020-04-14 16:52:03,1250104541816721409,@GfSnufkin — Davie! I dont know you here too.
77,2020-04-14 16:51:59,1250104527946121216,"RT @Kozdra108: I see #How2020CouldGetWorse is trending...
you stupid fucks. DONT YOU KNOW YOU NEVER SAY ANYTHING EVEN CLOSE TO ""How could i…"
78,2020-04-14 16:51:57,1250104517154177029,At a certain age they take ur heart &amp; soul.I dont know if its some shit where they grab u up out the streets put yo… https://t.co/KwMv5XcWsB
79,2020-04-14 16:51:56,1250104512402141186,@Real_KingBob I'm trying to make a gameshow and I need to know how do you make the spectator thing work I have my o… https://t.co/rTod3UZEzd
80,2020-04-14 16:51:39,1250104443091079168,i listen to slow indie songs when I want to do work. I just feel like pop songs are too heavy for me. I dont listen… https://t.co/LJsoZ0pvhC
81,2020-04-14 16:51:37,1250104433733767169,@AmamiDaily i mean- i know you dont lol
82,2020-04-14 16:51:35,1250104426062393344,"RT @Kozdra108: I see #How2020CouldGetWorse is trending...
you stupid fucks. DONT YOU KNOW YOU NEVER SAY ANYTHING EVEN CLOSE TO ""How could i…"
83,2020-04-14 16:51:34,1250104421310173186,"In the age of:

robo vacuums
auto driving cars
appliances that do your laundry/dishes
door delivery service

Ppl st… https://t.co/nq9H5AWjgl"
84,2020-04-14 16:51:32,1250104412250558466,@Ph7Danny @piersmorgan @theresecoffey @GMB If it's in the papers I can guarantee the family have been informed firs… https://t.co/qDrFRWEBGY
